Quantify Compound Summary Report 

Printed Mon Apr 19 16:14:00 2021

Compound 1:  13C-caffeine

	#	Name	Sample Text	RT	Area	1Area
20	20	TQS3_210326_020	20190819_C_K-LC	7.92	160717	80938
21	21	TQS3_210326_021	20190819_C_N-LC	7.92	275311	140858
22	22	TQS3_210326_022	20200304_C_Fg-LC	7.92	616	110
23	23	TQS3_210326_023	20200304_C_Hg-LC	7.76	53	
24	24	TQS3_210326_024	20200304_C_Ht-LC	7.71	209	624
25	25	TQS3_210326_025	20200304_C_Kg-LC	7.83	48	51
26	26	TQS3_210326_026	20200820_C_E-LC	7.92	2164157	1115717
27	27	TQS3_210326_027	20200831_S_1_12-LC	7.92	244158	125154
28	28	TQS3_210326_028	20190510_S_1_9-LC	7.91	105630	55070
29	29	TQS3_210326_029	20190511_C_I-LC	7.83	47	177
30	30	TQS3_210326_030	20190511_C_J-LC	7.93	2181831	1133393
31	31	TQS3_210326_031	20190511_C_K-LC	7.77	68	579
32	32	TQS3_210326_032	20190511_C_L-LC	7.74	445	244
33	33	TQS3_210326_033	20190511_C_M-LC	7.92	8037	3822
34	34	TQS3_210326_034	20190511_C_N-LC	7.92	131540	66370
35	35	TQS3_210326_035	20190511_C_O-LC	7.92	125311	64586
36	36	TQS3_210326_036	20190528_C_A-LC	7.92	80553	41266
37	37	TQS3_210326_037	20190528_C_B-LC	7.93	106615	55217
38	38	TQS3_210326_038	20190528_C_D-LC	7.92	2551037	1318497
39	39	TQS3_210326_039	20190528_C_E-LC	7.93	3691	1936
40	40	TQS3_210326_040	20190528_C_H-LC	7.92	7779	4521
41	41	TQS3_210326_041	20190606_W_1_2-LC	7.88	104	682
42	42	TQS3_210326_042	20190615_S_1_9-LC	7.92	158361	81896
43	43	TQS3_210326_043	20190819_C_J-LC	7.92	113518	59863
44	44	TQS3_210326_044	20190819_C_M-LC	7.92	119162	61620
45	45	TQS3_210326_045	20190819_C_P-LC	7.92	37331	20291
46	46	TQS3_210326_046	20190819_C_Q-LC	7.92	128346	66426
47	47	TQS3_210326_047	20200304_C_Eg-LC	7.91	94	79
48	48	TQS3_210326_048	20200304_C_Et-LC	7.86	20	102
49	49	TQS3_210326_049	20200304_C_Ft-LC	7.81	123	68
50	50	TQS3_210326_050	20200304_C_Ig-LC	7.81	103	
51	51	TQS3_210326_051	20200304_C_It-LC	7.82	60	252
52	52	TQS3_210326_052	20200304_C_Jg-LC			
53	53	TQS3_210326_053	20200304_C_Jt-LC	7.77	203	
54	54	TQS3_210326_054	20200304_C_Kt-LC	7.71	886	739
55	55	TQS3_210326_055	20200627_S_1_5-LC	7.93	115310	57247
56	56	TQS3_210326_056	20200701_S_1_12-LC	7.93	156642	80016
57	57	TQS3_210326_057	20200812_S_1_12-LC	7.93	78066	40889
58	58	TQS3_210326_058	20200820_C_A-LC	7.93	2056798	1070986
59	59	TQS3_210326_059	20200820_C_B-LC	7.74	56	67
60	60	TQS3_210326_060	20200820_C_D-LC	7.95	114	
61	61	TQS3_210326_061	20200820_C_Ft-LC	7.92	3074	1657
62	62	TQS3_210326_062	20190415_C_F-LC	7.89	49	24
63	63	TQS3_210326_063	Blank	7.75	62	
64	64	TQS3_210326_064	B3 Sta Blank	7.91	86	
65	65	TQS3_210326_065	B3 Sta 0.625	7.93	134940	69409
66	66	TQS3_210326_066	B3 Sta 1.25	7.93	278506	144511
67	67	TQS3_210326_067	B3 Sta 3.125	7.93	681002	355349
68	68	TQS3_210326_068	B3 Sta 6.25	7.93	1368468	706361
69	69	TQS3_210326_069	B3 Sta 12.5	7.93	2631392	1366356
70	70	TQS3_210326_070	B3 Sta 25	7.93	5403543	2793043
71	71	TQS3_210326_071	B3 Sta 50	7.92	8570952	4869957
72	72	TQS3_210326_072	Blank	7.76	83	366
73	73	TQS3_210326_073	B4 Sta Blank	7.87	105	259
74	74	TQS3_210326_074	B4 Sta 0.625	7.92	137103	70306
75	75	TQS3_210326_075	B4 Sta 1.25	7.72	54	
76	76	TQS3_210326_076	B4 Sta 3.125	7.92	676153	347471
77	77	TQS3_210326_077	B4 Sta 6.25	7.92	1337848	686763
78	78	TQS3_210326_078	B4 Sta 12.5	7.91	2681223	1382625
79	79	TQS3_210326_079	B4 Sta 25	7.91	5220291	2685237
80	80	TQS3_210326_080	B4 Sta 50	7.92	8555894	4831389
81	81	TQS3_210326_081	20201008_W_1_12-LC	7.87	245	67
82	82	TQS3_210326_082	20201023_S_7-LC	7.92	439854	222459
83	83	TQS3_210326_083	20201023_S_8-LC	7.91	497422	256702
84	84	TQS3_210326_084	20190528_S_3-LC	7.91	273674	140334
85	85	TQS3_210326_085	20190528_S_4-LC	7.91	296067	152264
86	86	TQS3_210326_086	20190528_S_7-LC	7.91	358696	182248
87	87	TQS3_210326_087	20190528_S_8_12-LC	7.91	324618	167637
88	88	TQS3_210326_088	20190818_S_10_12-LC	7.91	212731	108307
89	89	TQS3_210326_089	20190818_S_2-LC	7.91	148139	76158
90	90	TQS3_210326_090	20190818_S_3-LC	7.91	186798	96400
91	91	TQS3_210326_091	20190818_S_4-LC	7.91	171418	87440
92	92	TQS3_210326_092	20190818_S_5-LC	7.91	190252	98761
93	93	TQS3_210326_093	20190818_S_6-LC	7.91	162063	82502
94	94	TQS3_210326_094	20190818_S_7-LC	7.91	222325	111592
95	95	TQS3_210326_095	20200617_S_1_4-LC	7.91	286326	144215
96	96	TQS3_210326_096	20200617_W_10_12-LC	7.86	72	921
97	97	TQS3_210326_097	20200617_W_6-LC	7.79	50	1062
98	98	TQS3_210326_098	20200617_W_7-LC	7.91	763	616
99	99	TQS3_210326_099	20200617_W_8_9-LC	7.88	50	579
100	100	TQS3_210326_100	20200813_S_3-LC	7.91	216619	113026
101	101	TQS3_210326_101	20201023_S_1_2-LC	7.91	139204	69032
102	102	TQS3_210326_102	20201023_S_5-LC	7.91	327108	164393
103	103	TQS3_210326_103	20201023_S_6-LC	7.91	293268	151643
104	104	TQS3_210326_104	20190528_S_2-LC	7.91	123145	62555
105	105	TQS3_210326_105	20190528_S_5-LC	7.91	147099	75782
106	106	TQS3_210326_106	20190528_S_6-LC	7.91	180128	94840
107	107	TQS3_210326_107	20190818_S_1-LC	7.91	89951	47044
108	108	TQS3_210326_108	20190818_S_8_9-LC	7.91	89494	46057
109	109	TQS3_210326_109	20200617_S_8_9-LC	7.91	186939	98069
110	110	TQS3_210326_110	20190528_W_1-LC	7.90	644	150
111	111	TQS3_210326_111	20200813_S_4-LC	7.90	138432	72015
112	112	TQS3_210326_112	20200813_S_5-LC	7.90	136167	71185
113	113	TQS3_210326_113	20200813_S_6-LC	7.90	143655	72367
114	114	TQS3_210326_114	20200813_S_7-LC	7.90	117708	59472
115	115	TQS3_210326_115	20200813_S_8_12-LC	7.90	93324	48741
116	116	TQS3_210326_116	20200816_S_1-LC	7.90	65277	32815
117	117	TQS3_210326_117	20200816_S_2-LC	7.90	81402	42810
118	118	TQS3_210326_118	20200816_S_3-LC	7.90	102040	51925
119	119	TQS3_210326_119	20200816_S_4-LC	7.90	95550	50107
120	120	TQS3_210326_120	20200816_S_5-LC	7.90	335518	172406
121	121	TQS3_210326_121	20200924_S_1_9-LC	7.91	38626	19770
122	122	TQS3_210326_122	20201008_S_1_12-LC	7.90	85244	44416
123	123	TQS3_210326_123	20200617_S_10_12-LC	7.90	93373	49147
124	124	TQS3_210326_124	20200617_S_5-LC	7.90	130738	67060
125	125	TQS3_210326_125	20200617_S_6-LC	7.90	113013	56574
126	126	TQS3_210326_126	20200617_S_7-LC	7.90	125936	62493
127	127	TQS3_210326_127	20200813_S_1_2-LC	7.91	22760	13822
128	128	TQS3_210326_128	B4 Sta Blank			
129	129	TQS3_210326_129	B4 Sta 0.625	7.91	137907	70981
130	130	TQS3_210326_130	B4 Sta 1.25	7.91	268746	139732
131	131	TQS3_210326_131	B4 Sta 3.125	7.91	690028	360240
132	132	TQS3_210326_132	B4 Sta 6.25	7.91	1393342	714576
133	133	TQS3_210326_133	B4 Sta 12.5	7.91	2709468	1406070
134	134	TQS3_210326_134	B4 Sta 25	7.91	5321402	2757957
135	135	TQS3_210326_135	B4 Sta 50	7.92	8533460	4879592

Compound 23:  Prosulfocarb

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210326_001	testd std 3.125 ng/ml	8.16	1376260	32704
2	2	TQS3_210326_002	testd std 3.125 ng/ml	8.15	996261	20412
3	3	TQS3_210326_003	testd std 3.125 ng/ml	8.14	855279	16857
4	4	TQS3_210326_004	Blank	8.17	14633	35
5	5	TQS3_210326_005	B3 Sta Blank	8.17	16708	28
6	6	TQS3_210326_006	B3 Sta 0.625	8.17	171993	3899
7	7	TQS3_210326_007	B3 Sta 1.25	8.17	364871	8992
8	8	TQS3_210326_008	B3 Sta 3.125	8.17	957949	24017
9	9	TQS3_210326_009	B3 Sta 6.25	8.17	2003685	51815
10	10	TQS3_210326_010	B3 Sta 12.5	8.16	3979228	105551
11	11	TQS3_210326_011	B3 Sta 25	8.16	7643768	251107
12	12	TQS3_210326_012	B3 Sta 50	8.16	10086562	553623
13	13	TQS3_210326_013	20190415_C_E-LC	8.18	67433	1914
14	14	TQS3_210326_014	20190528_C_F-LC	8.18	3479618	99115
15	15	TQS3_210326_015	20190615_W_1_9-LC	8.17	26387	481
16	16	TQS3_210326_016	20200304_C_P-LC	8.18	308391	8164
17	17	TQS3_210326_017	20200820_C_C-LC	8.17	444760	11819
18	18	TQS3_210326_018	20190511_C_G-LC	8.17	6370377	201365
19	19	TQS3_210326_019	20190528_C_C-LC	8.17	541324	14937
20	20	TQS3_210326_020	20190819_C_K-LC	8.17	147604	4453
21	21	TQS3_210326_021	20190819_C_N-LC	8.17	174149	4858
22	22	TQS3_210326_022	20200304_C_Fg-LC	8.17	40273	531
23	23	TQS3_210326_023	20200304_C_Hg-LC	7.91	654	342
24	24	TQS3_210326_024	20200304_C_Ht-LC	8.17	35065	180
25	25	TQS3_210326_025	20200304_C_Kg-LC	8.18	35711	1070
26	26	TQS3_210326_026	20200820_C_E-LC	8.17	80476	2195
27	27	TQS3_210326_027	20200831_S_1_12-LC	8.17	1625872	51920
28	28	TQS3_210326_028	20190510_S_1_9-LC	8.17	7324525	255797
29	29	TQS3_210326_029	20190511_C_I-LC	8.18	248318	7750
30	30	TQS3_210326_030	20190511_C_J-LC	8.18	60053	1508
31	31	TQS3_210326_031	20190511_C_K-LC	8.18	155755	3604
32	32	TQS3_210326_032	20190511_C_L-LC	8.18	186551	5559
33	33	TQS3_210326_033	20190511_C_M-LC	8.17	116027	3099
34	34	TQS3_210326_034	20190511_C_N-LC	8.15	14563389	4450300
35	35	TQS3_210326_035	20190511_C_O-LC	8.15	14284584	3926029
36	36	TQS3_210326_036	20190528_C_A-LC	8.17	7956159	299827
37	37	TQS3_210326_037	20190528_C_B-LC	8.18	5220120	157711
38	38	TQS3_210326_038	20190528_C_D-LC	8.18	81286	2555
39	39	TQS3_210326_039	20190528_C_E-LC	8.18	175332	4687
40	40	TQS3_210326_040	20190528_C_H-LC	8.17	7503898	262796
41	41	TQS3_210326_041	20190606_W_1_2-LC	8.18	41799	598
42	42	TQS3_210326_042	20190615_S_1_9-LC	8.17	732700	21704
43	43	TQS3_210326_043	20190819_C_J-LC	8.17	608445	18234
44	44	TQS3_210326_044	20190819_C_M-LC	8.17	753598	22306
45	45	TQS3_210326_045	20190819_C_P-LC	8.17	579825	16598
46	46	TQS3_210326_046	20190819_C_Q-LC	8.17	143278	4078
47	47	TQS3_210326_047	20200304_C_Eg-LC	8.18	29696	321
48	48	TQS3_210326_048	20200304_C_Et-LC	8.19	31920	450
49	49	TQS3_210326_049	20200304_C_Ft-LC	8.18	34948	658
50	50	TQS3_210326_050	20200304_C_Ig-LC	8.18	30077	416
51	51	TQS3_210326_051	20200304_C_It-LC	8.19	34098	1180
52	52	TQS3_210326_052	20200304_C_Jg-LC	8.19	31227	229
53	53	TQS3_210326_053	20200304_C_Jt-LC	8.18	27608	233
54	54	TQS3_210326_054	20200304_C_Kt-LC	8.18	39109	664
55	55	TQS3_210326_055	20200627_S_1_5-LC	8.19	2147120	65540
56	56	TQS3_210326_056	20200701_S_1_12-LC	8.18	2395268	72932
57	57	TQS3_210326_057	20200812_S_1_12-LC	8.18	585513	18572
58	58	TQS3_210326_058	20200820_C_A-LC	8.18	67734	1751
59	59	TQS3_210326_059	20200820_C_B-LC	8.18	23760	471
60	60	TQS3_210326_060	20200820_C_D-LC	8.17	21833	50
61	61	TQS3_210326_061	20200820_C_Ft-LC	8.17	34273	633
62	62	TQS3_210326_062	20190415_C_F-LC	8.17	38180	664
63	63	TQS3_210326_063	Blank	8.18	23399	256
64	64	TQS3_210326_064	B3 Sta Blank	8.18	24228	651
65	65	TQS3_210326_065	B3 Sta 0.625	8.18	242557	6716
66	66	TQS3_210326_066	B3 Sta 1.25	8.18	477116	13594
67	67	TQS3_210326_067	B3 Sta 3.125	8.18	1145771	34091
68	68	TQS3_210326_068	B3 Sta 6.25	8.18	2333068	70194
69	69	TQS3_210326_069	B3 Sta 12.5	8.18	4549749	134472
70	70	TQS3_210326_070	B3 Sta 25	8.18	8102526	306839
71	71	TQS3_210326_071	B3 Sta 50	8.17	10165261	616193
72	72	TQS3_210326_072	Blank	8.18	28115	216
73	73	TQS3_210326_073	B4 Sta Blank	8.18	36471	758
74	74	TQS3_210326_074	B4 Sta 0.625	8.17	238728	7172
75	75	TQS3_210326_075	B4 Sta 1.25	8.17	22173	147
76	76	TQS3_210326_076	B4 Sta 3.125	8.17	1145655	33475
77	77	TQS3_210326_077	B4 Sta 6.25	8.17	2259848	65826
78	78	TQS3_210326_078	B4 Sta 12.5	8.17	4682037	141757
79	79	TQS3_210326_079	B4 Sta 25	8.16	7869711	281279
80	80	TQS3_210326_080	B4 Sta 50	8.17	10051429	590063
81	81	TQS3_210326_081	20201008_W_1_12-LC	8.17	39552	616
82	82	TQS3_210326_082	20201023_S_7-LC	8.17	1382047	45299
83	83	TQS3_210326_083	20201023_S_8-LC	8.17	1658710	58442
84	84	TQS3_210326_084	20190528_S_3-LC	8.17	7852349	274349
85	85	TQS3_210326_085	20190528_S_4-LC	8.16	7905040	278580
86	86	TQS3_210326_086	20190528_S_7-LC	8.17	8365864	340015
87	87	TQS3_210326_087	20190528_S_8_12-LC	8.16	7958629	297491
88	88	TQS3_210326_088	20190818_S_10_12-LC	8.17	535432	15070
89	89	TQS3_210326_089	20190818_S_2-LC	8.16	207854	5296
90	90	TQS3_210326_090	20190818_S_3-LC	8.16	194442	5033
91	91	TQS3_210326_091	20190818_S_4-LC	8.16	219928	5753
92	92	TQS3_210326_092	20190818_S_5-LC	8.16	296323	7814
93	93	TQS3_210326_093	20190818_S_6-LC	8.16	291126	8256
94	94	TQS3_210326_094	20190818_S_7-LC	8.16	445493	13941
95	95	TQS3_210326_095	20200617_S_1_4-LC	8.16	9411216	490849
96	96	TQS3_210326_096	20200617_W_10_12-LC	8.17	47609	1496
97	97	TQS3_210326_097	20200617_W_6-LC	8.16	43583	682
98	98	TQS3_210326_098	20200617_W_7-LC	8.17	34787	650
99	99	TQS3_210326_099	20200617_W_8_9-LC	8.16	30489	238
100	100	TQS3_210326_100	20200813_S_3-LC	8.16	1686936	52947
101	101	TQS3_210326_101	20201023_S_1_2-LC	8.16	549837	17000
102	102	TQS3_210326_102	20201023_S_5-LC	8.16	839742	25260
103	103	TQS3_210326_103	20201023_S_6-LC	8.16	783345	23948
104	104	TQS3_210326_104	20190528_S_2-LC	8.16	3866767	112694
105	105	TQS3_210326_105	20190528_S_5-LC	8.16	4192982	124384
106	106	TQS3_210326_106	20190528_S_6-LC	8.16	5180304	159292
107	107	TQS3_210326_107	20190818_S_1-LC	8.16	106638	3197
108	108	TQS3_210326_108	20190818_S_8_9-LC	8.16	231654	6289
109	109	TQS3_210326_109	20200617_S_8_9-LC	8.16	7382221	259448
110	110	TQS3_210326_110	20190528_W_1-LC	8.16	34983	728
111	111	TQS3_210326_111	20200813_S_4-LC	8.15	975255	30379
112	112	TQS3_210326_112	20200813_S_5-LC	8.16	885524	26217
113	113	TQS3_210326_113	20200813_S_6-LC	8.16	1018491	32213
114	114	TQS3_210326_114	20200813_S_7-LC	8.15	790543	24343
115	115	TQS3_210326_115	20200813_S_8_12-LC	8.15	593562	16480
116	116	TQS3_210326_116	20200816_S_1-LC	8.15	478383	13549
117	117	TQS3_210326_117	20200816_S_2-LC	8.15	619091	18284
118	118	TQS3_210326_118	20200816_S_3-LC	8.15	679730	19690
119	119	TQS3_210326_119	20200816_S_4-LC	8.15	606499	17185
120	120	TQS3_210326_120	20200816_S_5-LC	8.16	667647	20212
121	121	TQS3_210326_121	20200924_S_1_9-LC	8.16	360905	16112
122	122	TQS3_210326_122	20201008_S_1_12-LC	8.15	248594	6793
123	123	TQS3_210326_123	20200617_S_10_12-LC	8.15	3842277	115455
124	124	TQS3_210326_124	20200617_S_5-LC	8.15	6151180	199314
125	125	TQS3_210326_125	20200617_S_6-LC	8.15	5466180	165027
126	126	TQS3_210326_126	20200617_S_7-LC	8.16	5871767	188341
127	127	TQS3_210326_127	20200813_S_1_2-LC	8.16	162475	4877
128	128	TQS3_210326_128	B4 Sta Blank	8.16	31062	381
129	129	TQS3_210326_129	B4 Sta 0.625	8.16	237928	6669
130	130	TQS3_210326_130	B4 Sta 1.25	8.16	439776	12602
131	131	TQS3_210326_131	B4 Sta 3.125	8.16	1115759	32772
132	132	TQS3_210326_132	B4 Sta 6.25	8.16	2266676	67938
133	133	TQS3_210326_133	B4 Sta 12.5	8.16	4528255	134703
134	134	TQS3_210326_134	B4 Sta 25	8.16	7844404	283208
135	135	TQS3_210326_135	B4 Sta 50	8.17	9962417	564394

Compound 24:  Epoxiconazole

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210326_001	testd std 3.125 ng/ml	7.11	386542	126818
2	2	TQS3_210326_002	testd std 3.125 ng/ml	7.10	386471	129247
3	3	TQS3_210326_003	testd std 3.125 ng/ml	7.09	373567	124898
4	4	TQS3_210326_004	Blank	7.00	117	219
5	5	TQS3_210326_005	B3 Sta Blank	6.99	85	122
6	6	TQS3_210326_006	B3 Sta 0.625	7.11	69581	21814
7	7	TQS3_210326_007	B3 Sta 1.25	7.12	147016	48319
8	8	TQS3_210326_008	B3 Sta 3.125	7.11	366572	124383
9	9	TQS3_210326_009	B3 Sta 6.25	7.11	749283	243542
10	10	TQS3_210326_010	B3 Sta 12.5	7.11	1382159	454337
11	11	TQS3_210326_011	B3 Sta 25	7.11	2986968	982522
12	12	TQS3_210326_012	B3 Sta 50	7.11	5594302	1850524
13	13	TQS3_210326_013	20190415_C_E-LC	7.12	71541	21887
14	14	TQS3_210326_014	20190528_C_F-LC	7.13	76514	24089
15	15	TQS3_210326_015	20190615_W_1_9-LC	7.00	93	1244
16	16	TQS3_210326_016	20200304_C_P-LC	7.12	106210	40417
17	17	TQS3_210326_017	20200820_C_C-LC	7.12	425312	124011
18	18	TQS3_210326_018	20190511_C_G-LC	7.12	42303	13787
19	19	TQS3_210326_019	20190528_C_C-LC	7.12	847890	280343
20	20	TQS3_210326_020	20190819_C_K-LC	7.12	85997	28450
21	21	TQS3_210326_021	20190819_C_N-LC	7.12	122796	39654
22	22	TQS3_210326_022	20200304_C_Fg-LC	6.99	167	261
23	23	TQS3_210326_023	20200304_C_Hg-LC	6.98	124	26
24	24	TQS3_210326_024	20200304_C_Ht-LC	7.11	11094	3545
25	25	TQS3_210326_025	20200304_C_Kg-LC	7.12	7342	3067
26	26	TQS3_210326_026	20200820_C_E-LC	7.11	1219382	401686
27	27	TQS3_210326_027	20200831_S_1_12-LC	7.11	272947	79085
28	28	TQS3_210326_028	20190510_S_1_9-LC	7.11	59940	19842
29	29	TQS3_210326_029	20190511_C_I-LC	7.13	42830	13573
30	30	TQS3_210326_030	20190511_C_J-LC	7.13	1116406	372129
31	31	TQS3_210326_031	20190511_C_K-LC	7.13	13164	4222
32	32	TQS3_210326_032	20190511_C_L-LC	7.13	15331	4062
33	33	TQS3_210326_033	20190511_C_M-LC	7.12	477879	182981
34	34	TQS3_210326_034	20190511_C_N-LC	7.12	75448	23981
35	35	TQS3_210326_035	20190511_C_O-LC	7.12	62846	22075
36	36	TQS3_210326_036	20190528_C_A-LC	7.12	46638	15378
37	37	TQS3_210326_037	20190528_C_B-LC	7.12	59036	19042
38	38	TQS3_210326_038	20190528_C_D-LC	7.12	1166357	382213
39	39	TQS3_210326_039	20190528_C_E-LC	7.12	17128	4451
40	40	TQS3_210326_040	20190528_C_H-LC	7.12	58937	21760
41	41	TQS3_210326_041	20190606_W_1_2-LC	6.94	115	4
42	42	TQS3_210326_042	20190615_S_1_9-LC	7.12	92571	30819
43	43	TQS3_210326_043	20190819_C_J-LC	7.12	58083	18727
44	44	TQS3_210326_044	20190819_C_M-LC	7.12	93695	31194
45	45	TQS3_210326_045	20190819_C_P-LC	7.12	37043	11120
46	46	TQS3_210326_046	20190819_C_Q-LC	7.12	59018	21309
47	47	TQS3_210326_047	20200304_C_Eg-LC	7.08	112	1007
48	48	TQS3_210326_048	20200304_C_Et-LC	6.91	215	3846
49	49	TQS3_210326_049	20200304_C_Ft-LC	7.13	11547	4689
50	50	TQS3_210326_050	20200304_C_Ig-LC	6.97	173	130
51	51	TQS3_210326_051	20200304_C_It-LC	6.95	142	154
52	52	TQS3_210326_052	20200304_C_Jg-LC	7.06	100	81
53	53	TQS3_210326_053	20200304_C_Jt-LC	7.13	11890	4239
54	54	TQS3_210326_054	20200304_C_Kt-LC	7.13	11837	3998
55	55	TQS3_210326_055	20200627_S_1_5-LC	7.13	112113	42732
56	56	TQS3_210326_056	20200701_S_1_12-LC	7.13	182643	60815
57	57	TQS3_210326_057	20200812_S_1_12-LC	7.13	113509	36699
58	58	TQS3_210326_058	20200820_C_A-LC	7.13	969887	322254
59	59	TQS3_210326_059	20200820_C_B-LC	7.15	158	61
60	60	TQS3_210326_060	20200820_C_D-LC	6.93	101	27
61	61	TQS3_210326_061	20200820_C_Ft-LC	7.11	8752	2675
62	62	TQS3_210326_062	20190415_C_F-LC	7.11	8731	2595
63	63	TQS3_210326_063	Blank	6.99	193	67
64	64	TQS3_210326_064	B3 Sta Blank	7.13	163	53
65	65	TQS3_210326_065	B3 Sta 0.625	7.13	71899	23462
66	66	TQS3_210326_066	B3 Sta 1.25	7.13	152091	50881
67	67	TQS3_210326_067	B3 Sta 3.125	7.13	371033	123235
68	68	TQS3_210326_068	B3 Sta 6.25	7.13	763762	250818
69	69	TQS3_210326_069	B3 Sta 12.5	7.12	1451709	478838
70	70	TQS3_210326_070	B3 Sta 25	7.12	3154692	1028537
71	71	TQS3_210326_071	B3 Sta 50	7.12	5709344	1868935
72	72	TQS3_210326_072	Blank	6.99	64	83
73	73	TQS3_210326_073	B4 Sta Blank	6.98	157	95
74	74	TQS3_210326_074	B4 Sta 0.625	7.12	73665	24350
75	75	TQS3_210326_075	B4 Sta 1.25	6.93	51	181
76	76	TQS3_210326_076	B4 Sta 3.125	7.12	371560	125054
77	77	TQS3_210326_077	B4 Sta 6.25	7.11	739052	245955
78	78	TQS3_210326_078	B4 Sta 12.5	7.11	1547722	512721
79	79	TQS3_210326_079	B4 Sta 25	7.11	3032551	1001187
80	80	TQS3_210326_080	B4 Sta 50	7.11	5610239	1851212
81	81	TQS3_210326_081	20201008_W_1_12-LC	6.98	82	55
82	82	TQS3_210326_082	20201023_S_7-LC	7.11	509116	167220
83	83	TQS3_210326_083	20201023_S_8-LC	7.11	597625	198205
84	84	TQS3_210326_084	20190528_S_3-LC	7.11	126862	43278
85	85	TQS3_210326_085	20190528_S_4-LC	7.11	144248	46867
86	86	TQS3_210326_086	20190528_S_7-LC	7.11	175407	55839
87	87	TQS3_210326_087	20190528_S_8_12-LC	7.11	163854	53281
88	88	TQS3_210326_088	20190818_S_10_12-LC	7.11	134200	43753
89	89	TQS3_210326_089	20190818_S_2-LC	7.11	90261	27345
90	90	TQS3_210326_090	20190818_S_3-LC	7.11	97381	37651
91	91	TQS3_210326_091	20190818_S_4-LC	7.10	102384	32441
92	92	TQS3_210326_092	20190818_S_5-LC	7.11	118080	37804
93	93	TQS3_210326_093	20190818_S_6-LC	7.10	103555	34605
94	94	TQS3_210326_094	20190818_S_7-LC	7.11	147251	49157
95	95	TQS3_210326_095	20200617_S_1_4-LC	7.10	364722	119857
96	96	TQS3_210326_096	20200617_W_10_12-LC	7.03	62	56
97	97	TQS3_210326_097	20200617_W_6-LC	7.11	2180	374
98	98	TQS3_210326_098	20200617_W_7-LC	7.01	63	575
99	99	TQS3_210326_099	20200617_W_8_9-LC	6.94	208	419
100	100	TQS3_210326_100	20200813_S_3-LC	7.11	264083	72427
101	101	TQS3_210326_101	20201023_S_1_2-LC	7.11	157767	53207
102	102	TQS3_210326_102	20201023_S_5-LC	7.11	362792	107670
103	103	TQS3_210326_103	20201023_S_6-LC	7.11	332452	108034
104	104	TQS3_210326_104	20190528_S_2-LC	7.11	56055	18519
105	105	TQS3_210326_105	20190528_S_5-LC	7.11	70231	22453
106	106	TQS3_210326_106	20190528_S_6-LC	7.11	84831	30081
107	107	TQS3_210326_107	20190818_S_1-LC	7.11	52876	17365
108	108	TQS3_210326_108	20190818_S_8_9-LC	7.11	63486	19790
109	109	TQS3_210326_109	20200617_S_8_9-LC	7.10	225381	74541
110	110	TQS3_210326_110	20190528_W_1-LC	7.04	88	94
111	111	TQS3_210326_111	20200813_S_4-LC	7.10	154726	52775
112	112	TQS3_210326_112	20200813_S_5-LC	7.10	144429	46851
113	113	TQS3_210326_113	20200813_S_6-LC	7.10	153369	49968
114	114	TQS3_210326_114	20200813_S_7-LC	7.10	134067	42511
115	115	TQS3_210326_115	20200813_S_8_12-LC	7.10	110526	35635
116	116	TQS3_210326_116	20200816_S_1-LC	7.10	71848	23965
117	117	TQS3_210326_117	20200816_S_2-LC	7.10	90580	28068
118	118	TQS3_210326_118	20200816_S_3-LC	7.10	107030	36118
119	119	TQS3_210326_119	20200816_S_4-LC	7.10	99529	32068
120	120	TQS3_210326_120	20200816_S_5-LC	7.10	287017	92612
121	121	TQS3_210326_121	20200924_S_1_9-LC	7.10	77625	25604
122	122	TQS3_210326_122	20201008_S_1_12-LC	7.10	99793	32358
123	123	TQS3_210326_123	20200617_S_10_12-LC	7.10	119480	39621
124	124	TQS3_210326_124	20200617_S_5-LC	7.10	170160	54443
125	125	TQS3_210326_125	20200617_S_6-LC	7.10	123240	45025
126	126	TQS3_210326_126	20200617_S_7-LC	7.10	154304	51596
127	127	TQS3_210326_127	20200813_S_1_2-LC	7.10	34943	11426
128	128	TQS3_210326_128	B4 Sta Blank	7.00	74	75
129	129	TQS3_210326_129	B4 Sta 0.625	7.10	73965	23833
130	130	TQS3_210326_130	B4 Sta 1.25	7.10	147283	48451
131	131	TQS3_210326_131	B4 Sta 3.125	7.11	385745	129082
132	132	TQS3_210326_132	B4 Sta 6.25	7.11	756880	248067
133	133	TQS3_210326_133	B4 Sta 12.5	7.11	1519677	506780
134	134	TQS3_210326_134	B4 Sta 25	7.11	3095043	1018269
135	135	TQS3_210326_135	B4 Sta 50	7.11	5555554	1852867

Compound 25:  Cyazofamid

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210326_001	testd std 3.125 ng/ml	7.11	420739	129348
2	2	TQS3_210326_002	testd std 3.125 ng/ml	7.10	396604	128089
3	3	TQS3_210326_003	testd std 3.125 ng/ml	7.09	382046	119048
4	4	TQS3_210326_004	Blank			
5	5	TQS3_210326_005	B3 Sta Blank			
6	6	TQS3_210326_006	B3 Sta 0.625	7.11	65507	21883
7	7	TQS3_210326_007	B3 Sta 1.25	7.11	146595	46103
