Quantify Compound Summary Report 

Printed Mon Apr 19 16:14:00 2021

Compound 1:  13C-caffeine

	#	Name	Sample Text	RT	Area	1Area
116	116	TQS3_210326_116	20200816_S_1-LC	6.61	20699	15646
117	117	TQS3_210326_117	20200816_S_2-LC	6.61	20918	16617
118	118	TQS3_210326_118	20200816_S_3-LC	6.62	28587	22204
119	119	TQS3_210326_119	20200816_S_4-LC	6.61	23887	19478
120	120	TQS3_210326_120	20200816_S_5-LC	6.61	35762	27066
121	121	TQS3_210326_121	20200924_S_1_9-LC	6.62	33374	26311
122	122	TQS3_210326_122	20201008_S_1_12-LC	6.61	43981	34719
123	123	TQS3_210326_123	20200617_S_10_12-LC	6.61	42614	32191
124	124	TQS3_210326_124	20200617_S_5-LC	6.62	52816	41692
125	125	TQS3_210326_125	20200617_S_6-LC	6.61	42424	33695
126	126	TQS3_210326_126	20200617_S_7-LC	6.62	52536	39889
127	127	TQS3_210326_127	20200813_S_1_2-LC	6.62	18860	13465
128	128	TQS3_210326_128	B4 Sta Blank	6.61	76	111
129	129	TQS3_210326_129	B4 Sta 0.625	6.62	377091	308555
130	130	TQS3_210326_130	B4 Sta 1.25	6.62	747888	595655
131	131	TQS3_210326_131	B4 Sta 3.125	6.62	1923087	1487102
132	132	TQS3_210326_132	B4 Sta 6.25	6.62	3945184	2984256
133	133	TQS3_210326_133	B4 Sta 12.5	6.62	7216553	5571332
134	134	TQS3_210326_134	B4 Sta 25	6.62	10009693	8885576
135	135	TQS3_210326_135	B4 Sta 50	6.62	11533147	10745940

Compound 10:  Dimethomorph A

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210326_001	testd std 3.125 ng/ml			
2	2	TQS3_210326_002	testd std 3.125 ng/ml	6.44	83120	68025
3	3	TQS3_210326_003	testd std 3.125 ng/ml	6.43	82653	69129
4	4	TQS3_210326_004	Blank			
5	5	TQS3_210326_005	B3 Sta Blank			
6	6	TQS3_210326_006	B3 Sta 0.625	6.45	15564	12662
7	7	TQS3_210326_007	B3 Sta 1.25	6.46	36337	27040
8	8	TQS3_210326_008	B3 Sta 3.125	6.45	93319	75664
9	9	TQS3_210326_009	B3 Sta 6.25			
10	10	TQS3_210326_010	B3 Sta 12.5	6.45	341310	270417
11	11	TQS3_210326_011	B3 Sta 25	6.45	769228	610159
12	12	TQS3_210326_012	B3 Sta 50	6.45	1519360	1187262
13	13	TQS3_210326_013	20190415_C_E-LC			
14	14	TQS3_210326_014	20190528_C_F-LC			
15	15	TQS3_210326_015	20190615_W_1_9-LC			
16	16	TQS3_210326_016	20200304_C_P-LC			
17	17	TQS3_210326_017	20200820_C_C-LC			
18	18	TQS3_210326_018	20190511_C_G-LC			
19	19	TQS3_210326_019	20190528_C_C-LC			
20	20	TQS3_210326_020	20190819_C_K-LC			
21	21	TQS3_210326_021	20190819_C_N-LC			
22	22	TQS3_210326_022	20200304_C_Fg-LC			
23	23	TQS3_210326_023	20200304_C_Hg-LC			
24	24	TQS3_210326_024	20200304_C_Ht-LC			
25	25	TQS3_210326_025	20200304_C_Kg-LC			
26	26	TQS3_210326_026	20200820_C_E-LC			
27	27	TQS3_210326_027	20200831_S_1_12-LC			
28	28	TQS3_210326_028	20190510_S_1_9-LC			
29	29	TQS3_210326_029	20190511_C_I-LC			
30	30	TQS3_210326_030	20190511_C_J-LC			
31	31	TQS3_210326_031	20190511_C_K-LC			
32	32	TQS3_210326_032	20190511_C_L-LC	6.46	55	80
33	33	TQS3_210326_033	20190511_C_M-LC			
34	34	TQS3_210326_034	20190511_C_N-LC			
35	35	TQS3_210326_035	20190511_C_O-LC			
36	36	TQS3_210326_036	20190528_C_A-LC			
37	37	TQS3_210326_037	20190528_C_B-LC			
38	38	TQS3_210326_038	20190528_C_D-LC			
39	39	TQS3_210326_039	20190528_C_E-LC			
40	40	TQS3_210326_040	20190528_C_H-LC			
41	41	TQS3_210326_041	20190606_W_1_2-LC			
42	42	TQS3_210326_042	20190615_S_1_9-LC	6.46	645448	477410
43	43	TQS3_210326_043	20190819_C_J-LC	6.46	287414	212007
44	44	TQS3_210326_044	20190819_C_M-LC	6.46	494998	367464
45	45	TQS3_210326_045	20190819_C_P-LC	6.46	171684	126915
46	46	TQS3_210326_046	20190819_C_Q-LC			
47	47	TQS3_210326_047	20200304_C_Eg-LC			
48	48	TQS3_210326_048	20200304_C_Et-LC			
49	49	TQS3_210326_049	20200304_C_Ft-LC			
50	50	TQS3_210326_050	20200304_C_Ig-LC			
51	51	TQS3_210326_051	20200304_C_It-LC			
52	52	TQS3_210326_052	20200304_C_Jg-LC			
53	53	TQS3_210326_053	20200304_C_Jt-LC			
54	54	TQS3_210326_054	20200304_C_Kt-LC			
55	55	TQS3_210326_055	20200627_S_1_5-LC			
56	56	TQS3_210326_056	20200701_S_1_12-LC			
57	57	TQS3_210326_057	20200812_S_1_12-LC			
58	58	TQS3_210326_058	20200820_C_A-LC			
59	59	TQS3_210326_059	20200820_C_B-LC			
60	60	TQS3_210326_060	20200820_C_D-LC			
61	61	TQS3_210326_061	20200820_C_Ft-LC			
62	62	TQS3_210326_062	20190415_C_F-LC			
63	63	TQS3_210326_063	Blank			
64	64	TQS3_210326_064	B3 Sta Blank			
65	65	TQS3_210326_065	B3 Sta 0.625	6.47	19451	14069
66	66	TQS3_210326_066	B3 Sta 1.25	6.47	41854	31749
67	67	TQS3_210326_067	B3 Sta 3.125	6.47	108328	80099
68	68	TQS3_210326_068	B3 Sta 6.25	6.47	211702	156014
69	69	TQS3_210326_069	B3 Sta 12.5	6.47	397881	294374
70	70	TQS3_210326_070	B3 Sta 25	6.47	884808	659208
71	71	TQS3_210326_071	B3 Sta 50	6.46	1614759	1203989
72	72	TQS3_210326_072	Blank			
73	73	TQS3_210326_073	B4 Sta Blank			
74	74	TQS3_210326_074	B4 Sta 0.625	6.46	22038	15978
75	75	TQS3_210326_075	B4 Sta 1.25			
76	76	TQS3_210326_076	B4 Sta 3.125	6.46	109955	82003
77	77	TQS3_210326_077	B4 Sta 6.25	6.46	209300	155778
78	78	TQS3_210326_078	B4 Sta 12.5	6.46	422110	321975
79	79	TQS3_210326_079	B4 Sta 25	6.45	860099	650041
80	80	TQS3_210326_080	B4 Sta 50	6.46	1662756	1234162
81	81	TQS3_210326_081	20201008_W_1_12-LC			
82	82	TQS3_210326_082	20201023_S_7-LC			
83	83	TQS3_210326_083	20201023_S_8-LC			
84	84	TQS3_210326_084	20190528_S_3-LC			
85	85	TQS3_210326_085	20190528_S_4-LC			
86	86	TQS3_210326_086	20190528_S_7-LC			
87	87	TQS3_210326_087	20190528_S_8_12-LC			
88	88	TQS3_210326_088	20190818_S_10_12-LC			
89	89	TQS3_210326_089	20190818_S_2-LC			
90	90	TQS3_210326_090	20190818_S_3-LC			
91	91	TQS3_210326_091	20190818_S_4-LC			
92	92	TQS3_210326_092	20190818_S_5-LC			
93	93	TQS3_210326_093	20190818_S_6-LC			
94	94	TQS3_210326_094	20190818_S_7-LC			
95	95	TQS3_210326_095	20200617_S_1_4-LC			
96	96	TQS3_210326_096	20200617_W_10_12-LC			
97	97	TQS3_210326_097	20200617_W_6-LC			
98	98	TQS3_210326_098	20200617_W_7-LC			
99	99	TQS3_210326_099	20200617_W_8_9-LC			
100	100	TQS3_210326_100	20200813_S_3-LC			
101	101	TQS3_210326_101	20201023_S_1_2-LC			
102	102	TQS3_210326_102	20201023_S_5-LC			
103	103	TQS3_210326_103	20201023_S_6-LC	6.44	54	58
104	104	TQS3_210326_104	20190528_S_2-LC			
105	105	TQS3_210326_105	20190528_S_5-LC			
106	106	TQS3_210326_106	20190528_S_6-LC			
107	107	TQS3_210326_107	20190818_S_1-LC			
108	108	TQS3_210326_108	20190818_S_8_9-LC			
109	109	TQS3_210326_109	20200617_S_8_9-LC			
110	110	TQS3_210326_110	20190528_W_1-LC			
111	111	TQS3_210326_111	20200813_S_4-LC			
112	112	TQS3_210326_112	20200813_S_5-LC			
113	113	TQS3_210326_113	20200813_S_6-LC			
114	114	TQS3_210326_114	20200813_S_7-LC	6.44	449	805
115	115	TQS3_210326_115	20200813_S_8_12-LC			
116	116	TQS3_210326_116	20200816_S_1-LC			
117	117	TQS3_210326_117	20200816_S_2-LC			
118	118	TQS3_210326_118	20200816_S_3-LC			
119	119	TQS3_210326_119	20200816_S_4-LC			
120	120	TQS3_210326_120	20200816_S_5-LC	6.44	176	599
121	121	TQS3_210326_121	20200924_S_1_9-LC	6.44	36	443
122	122	TQS3_210326_122	20201008_S_1_12-LC			
123	123	TQS3_210326_123	20200617_S_10_12-LC	6.44	454	649
124	124	TQS3_210326_124	20200617_S_5-LC			
125	125	TQS3_210326_125	20200617_S_6-LC	6.44	233	1369
126	126	TQS3_210326_126	20200617_S_7-LC			
127	127	TQS3_210326_127	20200813_S_1_2-LC			
128	128	TQS3_210326_128	B4 Sta Blank			
129	129	TQS3_210326_129	B4 Sta 0.625	6.44	22399	16838
130	130	TQS3_210326_130	B4 Sta 1.25	6.45	40744	29786
131	131	TQS3_210326_131	B4 Sta 3.125	6.45	108741	85268
132	132	TQS3_210326_132	B4 Sta 6.25	6.45	217198	165563
133	133	TQS3_210326_133	B4 Sta 12.5	6.45	430867	326346
134	134	TQS3_210326_134	B4 Sta 25	6.45	881163	669979
135	135	TQS3_210326_135	B4 Sta 50	6.46	1693204	1269134

Compound 11:  Dimethomorph B

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210326_001	testd std 3.125 ng/ml	6.65	158915	125605
2	2	TQS3_210326_002	testd std 3.125 ng/ml	6.65	166155	134300
3	3	TQS3_210326_003	testd std 3.125 ng/ml	6.64	159581	136746
4	4	TQS3_210326_004	Blank			
5	5	TQS3_210326_005	B3 Sta Blank			
6	6	TQS3_210326_006	B3 Sta 0.625	6.66	34172	27113
7	7	TQS3_210326_007	B3 Sta 1.25	6.66	73212	60779
8	8	TQS3_210326_008	B3 Sta 3.125	6.66	179513	149043
9	9	TQS3_210326_009	B3 Sta 6.25	6.66	362453	285796
10	10	TQS3_210326_010	B3 Sta 12.5	6.66	699327	536899
11	11	TQS3_210326_011	B3 Sta 25	6.65	1511797	1136810
12	12	TQS3_210326_012	B3 Sta 50	6.66	2869430	2168482
13	13	TQS3_210326_013	20190415_C_E-LC	6.67	1859	1426
14	14	TQS3_210326_014	20190528_C_F-LC	6.68	91	29
15	15	TQS3_210326_015	20190615_W_1_9-LC	6.67	760793	570941
16	16	TQS3_210326_016	20200304_C_P-LC	6.67	72070	59533
17	17	TQS3_210326_017	20200820_C_C-LC	6.68	303	261
18	18	TQS3_210326_018	20190511_C_G-LC	6.66	758	414
19	19	TQS3_210326_019	20190528_C_C-LC	6.67	215	387
20	20	TQS3_210326_020	20190819_C_K-LC	6.67	331598	241904
21	21	TQS3_210326_021	20190819_C_N-LC	6.67	473474	334710
22	22	TQS3_210326_022	20200304_C_Fg-LC	6.66	364	296
23	23	TQS3_210326_023	20200304_C_Hg-LC	6.68	558	405
24	24	TQS3_210326_024	20200304_C_Ht-LC	6.66	4698	3445
25	25	TQS3_210326_025	20200304_C_Kg-LC	6.65	374	522
26	26	TQS3_210326_026	20200820_C_E-LC	6.67	10018	7313
27	27	TQS3_210326_027	20200831_S_1_12-LC	6.59	427	629
28	28	TQS3_210326_028	20190510_S_1_9-LC	6.66	111	211
29	29	TQS3_210326_029	20190511_C_I-LC			
30	30	TQS3_210326_030	20190511_C_J-LC			
31	31	TQS3_210326_031	20190511_C_K-LC	6.67	1957	2486
32	32	TQS3_210326_032	20190511_C_L-LC	6.66	3478	4846
33	33	TQS3_210326_033	20190511_C_M-LC	6.66	140	134
34	34	TQS3_210326_034	20190511_C_N-LC			
35	35	TQS3_210326_035	20190511_C_O-LC			
36	36	TQS3_210326_036	20190528_C_A-LC			
37	37	TQS3_210326_037	20190528_C_B-LC			
38	38	TQS3_210326_038	20190528_C_D-LC			
39	39	TQS3_210326_039	20190528_C_E-LC	6.67	3546	2889
40	40	TQS3_210326_040	20190528_C_H-LC	6.65	642	696
41	41	TQS3_210326_041	20190606_W_1_2-LC			
42	42	TQS3_210326_042	20190615_S_1_9-LC	6.67	1606908	1135548
43	43	TQS3_210326_043	20190819_C_J-LC	6.67	880019	627773
44	44	TQS3_210326_044	20190819_C_M-LC	6.67	1427943	1006836
45	45	TQS3_210326_045	20190819_C_P-LC	6.67	771510	552202
46	46	TQS3_210326_046	20190819_C_Q-LC	6.67	322295	231007
47	47	TQS3_210326_047	20200304_C_Eg-LC	6.67	228	257
48	48	TQS3_210326_048	20200304_C_Et-LC	6.67	963	1022
49	49	TQS3_210326_049	20200304_C_Ft-LC	6.53	104	85
50	50	TQS3_210326_050	20200304_C_Ig-LC	6.67	491	448
51	51	TQS3_210326_051	20200304_C_It-LC	6.51	90	427
52	52	TQS3_210326_052	20200304_C_Jg-LC			
53	53	TQS3_210326_053	20200304_C_Jt-LC	6.68	1763	1727
54	54	TQS3_210326_054	20200304_C_Kt-LC	6.68	8161	8905
55	55	TQS3_210326_055	20200627_S_1_5-LC	6.61	1713	1700
56	56	TQS3_210326_056	20200701_S_1_12-LC	6.61	1370	1587
57	57	TQS3_210326_057	20200812_S_1_12-LC	6.67	1621	1962
58	58	TQS3_210326_058	20200820_C_A-LC	6.52	217	1054
59	59	TQS3_210326_059	20200820_C_B-LC			
60	60	TQS3_210326_060	20200820_C_D-LC			
61	61	TQS3_210326_061	20200820_C_Ft-LC	6.65	7507	8142
62	62	TQS3_210326_062	20190415_C_F-LC	6.63	23	162
63	63	TQS3_210326_063	Blank			
64	64	TQS3_210326_064	B3 Sta Blank			
65	65	TQS3_210326_065	B3 Sta 0.625	6.67	40815	28383
66	66	TQS3_210326_066	B3 Sta 1.25	6.68	85803	57171
67	67	TQS3_210326_067	B3 Sta 3.125	6.67	200310	139895
68	68	TQS3_210326_068	B3 Sta 6.25	6.67	396813	288793
69	69	TQS3_210326_069	B3 Sta 12.5	6.67	785740	569580
70	70	TQS3_210326_070	B3 Sta 25	6.67	1651816	1179670
71	71	TQS3_210326_071	B3 Sta 50	6.67	2962586	2127090
72	72	TQS3_210326_072	Blank			
73	73	TQS3_210326_073	B4 Sta Blank			
74	74	TQS3_210326_074	B4 Sta 0.625	6.67	38412	28001
75	75	TQS3_210326_075	B4 Sta 1.25			
76	76	TQS3_210326_076	B4 Sta 3.125	6.67	196869	141391
77	77	TQS3_210326_077	B4 Sta 6.25	6.66	382871	279969
78	78	TQS3_210326_078	B4 Sta 12.5	6.66	796534	586578
79	79	TQS3_210326_079	B4 Sta 25	6.66	1566149	1127686
80	80	TQS3_210326_080	B4 Sta 50	6.66	2872255	2087739
81	81	TQS3_210326_081	20201008_W_1_12-LC	6.68	513	485
82	82	TQS3_210326_082	20201023_S_7-LC	6.65	735	2119
83	83	TQS3_210326_083	20201023_S_8-LC	6.66	3388	2922
84	84	TQS3_210326_084	20190528_S_3-LC	6.65	65	135
85	85	TQS3_210326_085	20190528_S_4-LC	6.67	58	120
86	86	TQS3_210326_086	20190528_S_7-LC	6.68	63	62
87	87	TQS3_210326_087	20190528_S_8_12-LC	6.65	291	262
88	88	TQS3_210326_088	20190818_S_10_12-LC	6.66	500724	365586
89	89	TQS3_210326_089	20190818_S_2-LC	6.66	241841	179701
90	90	TQS3_210326_090	20190818_S_3-LC	6.65	316945	205059
91	91	TQS3_210326_091	20190818_S_4-LC	6.65	318133	228436
92	92	TQS3_210326_092	20190818_S_5-LC	6.65	392308	280279
93	93	TQS3_210326_093	20190818_S_6-LC	6.65	356897	260591
94	94	TQS3_210326_094	20190818_S_7-LC	6.65	516046	377552
95	95	TQS3_210326_095	20200617_S_1_4-LC	6.59	4877	5715
96	96	TQS3_210326_096	20200617_W_10_12-LC			
97	97	TQS3_210326_097	20200617_W_6-LC	6.66	3484	2690
98	98	TQS3_210326_098	20200617_W_7-LC			
99	99	TQS3_210326_099	20200617_W_8_9-LC			
100	100	TQS3_210326_100	20200813_S_3-LC	6.58	624	975
101	101	TQS3_210326_101	20201023_S_1_2-LC	6.65	1600	1092
102	102	TQS3_210326_102	20201023_S_5-LC	6.67	935	991
103	103	TQS3_210326_103	20201023_S_6-LC	6.65	971	1347
104	104	TQS3_210326_104	20190528_S_2-LC			
105	105	TQS3_210326_105	20190528_S_5-LC	6.65	88	64
106	106	TQS3_210326_106	20190528_S_6-LC			
107	107	TQS3_210326_107	20190818_S_1-LC	6.66	151953	107031
108	108	TQS3_210326_108	20190818_S_8_9-LC	6.65	207273	149095
109	109	TQS3_210326_109	20200617_S_8_9-LC	6.58	5793	6687
110	110	TQS3_210326_110	20190528_W_1-LC			
111	111	TQS3_210326_111	20200813_S_4-LC	6.58	502	747
112	112	TQS3_210326_112	20200813_S_5-LC	6.59	357	656
113	113	TQS3_210326_113	20200813_S_6-LC	6.57	467	590
114	114	TQS3_210326_114	20200813_S_7-LC	6.64	2177	1303
115	115	TQS3_210326_115	20200813_S_8_12-LC	6.56	182	309
116	116	TQS3_210326_116	20200816_S_1-LC	6.58	149	255
117	117	TQS3_210326_117	20200816_S_2-LC	6.57	109	703
118	118	TQS3_210326_118	20200816_S_3-LC	6.59	228	307
119	119	TQS3_210326_119	20200816_S_4-LC	6.64	645	375
120	120	TQS3_210326_120	20200816_S_5-LC	6.58	166	326
121	121	TQS3_210326_121	20200924_S_1_9-LC	6.67	1544	1078
122	122	TQS3_210326_122	20201008_S_1_12-LC	6.65	332	211
123	123	TQS3_210326_123	20200617_S_10_12-LC	6.57	1596	2042
124	124	TQS3_210326_124	20200617_S_5-LC	6.58	4940	5246
125	125	TQS3_210326_125	20200617_S_6-LC	6.57	4262	4238
126	126	TQS3_210326_126	20200617_S_7-LC	6.58	5081	4427
127	127	TQS3_210326_127	20200813_S_1_2-LC	6.65	1014	545
128	128	TQS3_210326_128	B4 Sta Blank			
129	129	TQS3_210326_129	B4 Sta 0.625	6.65	40065	28277
130	130	TQS3_210326_130	B4 Sta 1.25	6.65	76514	55412
131	131	TQS3_210326_131	B4 Sta 3.125	6.66	200010	147003
132	132	TQS3_210326_132	B4 Sta 6.25	6.66	397617	289038
133	133	TQS3_210326_133	B4 Sta 12.5	6.66	793345	577469
134	134	TQS3_210326_134	B4 Sta 25	6.65	1590785	1154106
135	135	TQS3_210326_135	B4 Sta 50	6.66	2874275	2114228

Compound 12:  Pyrimethanil

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210326_001	testd std 3.125 ng/ml	6.22	105885	21483
2	2	TQS3_210326_002	testd std 3.125 ng/ml	6.21	47783	12369
3	3	TQS3_210326_003	testd std 3.125 ng/ml	6.20	37680	10756
4	4	TQS3_210326_004	Blank			
5	5	TQS3_210326_005	B3 Sta Blank			
6	6	TQS3_210326_006	B3 Sta 0.625	6.22	7521	2627
7	7	TQS3_210326_007	B3 Sta 1.25	6.23	17481	5750
8	8	TQS3_210326_008	B3 Sta 3.125	6.23	45562	18705
9	9	TQS3_210326_009	B3 Sta 6.25	6.22	108618	45965
10	10	TQS3_210326_010	B3 Sta 12.5	6.22	228646	92597
11	11	TQS3_210326_011	B3 Sta 25	6.22	544155	234235
12	12	TQS3_210326_012	B3 Sta 50	6.23	1231898	530717
13	13	TQS3_210326_013	20190415_C_E-LC	6.24	7961	3476
14	14	TQS3_210326_014	20190528_C_F-LC	6.25	760	251
15	15	TQS3_210326_015	20190615_W_1_9-LC	6.24	218	63
16	16	TQS3_210326_016	20200304_C_P-LC	6.26	427	225
17	17	TQS3_210326_017	20200820_C_C-LC	6.23	114	171
18	18	TQS3_210326_018	20190511_C_G-LC	6.03	199	368
19	19	TQS3_210326_019	20190528_C_C-LC	6.25	629	102
20	20	TQS3_210326_020	20190819_C_K-LC	6.22	93	158
21	21	TQS3_210326_021	20190819_C_N-LC	6.24	284	188
22	22	TQS3_210326_022	20200304_C_Fg-LC	6.24	3149	1032
23	23	TQS3_210326_023	20200304_C_Hg-LC	6.09	65	311
24	24	TQS3_210326_024	20200304_C_Ht-LC	6.23	47250	20447
25	25	TQS3_210326_025	20200304_C_Kg-LC	6.07	124	123
26	26	TQS3_210326_026	20200820_C_E-LC	6.21	140	99
27	27	TQS3_210326_027	20200831_S_1_12-LC	6.05	135	219
28	28	TQS3_210326_028	20190510_S_1_9-LC	5.93	146	345
29	29	TQS3_210326_029	20190511_C_I-LC	6.25	110632	54785
30	30	TQS3_210326_030	20190511_C_J-LC	6.23	59	143
31	31	TQS3_210326_031	20190511_C_K-LC	6.25	1002353	481931
32	32	TQS3_210326_032	20190511_C_L-LC	6.25	1074781	511648
33	33	TQS3_210326_033	20190511_C_M-LC	6.24	758	75
34	34	TQS3_210326_034	20190511_C_N-LC	6.25	7682	3817
35	35	TQS3_210326_035	20190511_C_O-LC	6.27	587	216
36	36	TQS3_210326_036	20190528_C_A-LC	6.25	611	233
37	37	TQS3_210326_037	20190528_C_B-LC	6.25	11533	5867
38	38	TQS3_210326_038	20190528_C_D-LC	6.26	398	88
39	39	TQS3_210326_039	20190528_C_E-LC	6.24	70783	36083
40	40	TQS3_210326_040	20190528_C_H-LC	6.23	1390	598
41	41	TQS3_210326_041	20190606_W_1_2-LC	6.24	130	138
42	42	TQS3_210326_042	20190615_S_1_9-LC	6.22	113	86
43	43	TQS3_210326_043	20190819_C_J-LC	6.22	184	94
44	44	TQS3_210326_044	20190819_C_M-LC	6.24	237	286
45	45	TQS3_210326_045	20190819_C_P-LC	6.23	400	221
46	46	TQS3_210326_046	20190819_C_Q-LC	6.24	503	141
47	47	TQS3_210326_047	20200304_C_Eg-LC	6.26	1578	682
48	48	TQS3_210326_048	20200304_C_Et-LC	6.26	27709	14442
49	49	TQS3_210326_049	20200304_C_Ft-LC	6.26	20093	9903
50	50	TQS3_210326_050	20200304_C_Ig-LC	6.25	1324	690
51	51	TQS3_210326_051	20200304_C_It-LC	6.25	52598	26242
52	52	TQS3_210326_052	20200304_C_Jg-LC	6.24	2336	833
53	53	TQS3_210326_053	20200304_C_Jt-LC	6.25	7113	3386
54	54	TQS3_210326_054	20200304_C_Kt-LC	6.25	31236	14442
55	55	TQS3_210326_055	20200627_S_1_5-LC	6.07	67	281
56	56	TQS3_210326_056	20200701_S_1_12-LC	6.24	334	259
57	57	TQS3_210326_057	20200812_S_1_12-LC	6.26	787	232
58	58	TQS3_210326_058	20200820_C_A-LC	6.04	141	146
59	59	TQS3_210326_059	20200820_C_B-LC	6.24	87	48
60	60	TQS3_210326_060	20200820_C_D-LC	6.21	65	86
61	61	TQS3_210326_061	20200820_C_Ft-LC	6.23	23893	11506
62	62	TQS3_210326_062	20190415_C_F-LC	6.22	301	376
63	63	TQS3_210326_063	Blank	6.24	181	143
64	64	TQS3_210326_064	B3 Sta Blank	6.25	49	20
65	65	TQS3_210326_065	B3 Sta 0.625	6.25	14814	7277
66	66	TQS3_210326_066	B3 Sta 1.25	6.25	29588	14294
67	67	TQS3_210326_067	B3 Sta 3.125	6.25	70595	36752
68	68	TQS3_210326_068	B3 Sta 6.25	6.25	150224	76914
69	69	TQS3_210326_069	B3 Sta 12.5	6.24	311633	158497
70	70	TQS3_210326_070	B3 Sta 25	6.24	692385	344895
71	71	TQS3_210326_071	B3 Sta 50	6.24	1472976	723766
72	72	TQS3_210326_072	Blank	6.24	198	98
73	73	TQS3_210326_073	B4 Sta Blank	6.23	124	225
74	74	TQS3_210326_074	B4 Sta 0.625	6.24	13692	6852
75	75	TQS3_210326_075	B4 Sta 1.25	6.21	298	195
76	76	TQS3_210326_076	B4 Sta 3.125	6.24	72350	37975
77	77	TQS3_210326_077	B4 Sta 6.25	6.24	146103	73213
78	78	TQS3_210326_078	B4 Sta 12.5	6.23	301695	153758
79	79	TQS3_210326_079	B4 Sta 25	6.23	680507	334739
80	80	TQS3_210326_080	B4 Sta 50	6.23	1451511	686842
81	81	TQS3_210326_081	20201008_W_1_12-LC	6.23	374	407
82	82	TQS3_210326_082	20201023_S_7-LC	6.05	97	121
83	83	TQS3_210326_083	20201023_S_8-LC	6.24	1525	491
84	84	TQS3_210326_084	20190528_S_3-LC	6.23	946	379
85	85	TQS3_210326_085	20190528_S_4-LC	6.23	1072	561
86	86	TQS3_210326_086	20190528_S_7-LC	6.23	2399	1091
87	87	TQS3_210326_087	20190528_S_8_12-LC	6.23	2400	340
88	88	TQS3_210326_088	20190818_S_10_12-LC	6.24	402	295
89	89	TQS3_210326_089	20190818_S_2-LC	6.22	444	27
90	90	TQS3_210326_090	20190818_S_3-LC	6.23	335	215
91	91	TQS3_210326_091	20190818_S_4-LC	6.21	199	44
92	92	TQS3_210326_092	20190818_S_5-LC	6.18	78	77
93	93	TQS3_210326_093	20190818_S_6-LC	6.22	72	68
94	94	TQS3_210326_094	20190818_S_7-LC	6.21	134	142
95	95	TQS3_210326_095	20200617_S_1_4-LC	6.23	1529	694
96	96	TQS3_210326_096	20200617_W_10_12-LC	6.21	205	146
97	97	TQS3_210326_097	20200617_W_6-LC	6.21	42	121
98	98	TQS3_210326_098	20200617_W_7-LC	6.24	276	88
99	99	TQS3_210326_099	20200617_W_8_9-LC	6.00	67	151
100	100	TQS3_210326_100	20200813_S_3-LC	6.23	476	134
101	101	TQS3_210326_101	20201023_S_1_2-LC	6.24	1415	600
102	102	TQS3_210326_102	20201023_S_5-LC	6.21	174	125
103	103	TQS3_210326_103	20201023_S_6-LC	6.23	324	218
104	104	TQS3_210326_104	20190528_S_2-LC	6.22	771	323
105	105	TQS3_210326_105	20190528_S_5-LC	6.23	971	217
106	106	TQS3_210326_106	20190528_S_6-LC	6.24	1113	238
107	107	TQS3_210326_107	20190818_S_1-LC	6.23	109	99
108	108	TQS3_210326_108	20190818_S_8_9-LC	6.01	137	95
109	109	TQS3_210326_109	20200617_S_8_9-LC	6.24	782	126
110	110	TQS3_210326_110	20190528_W_1-LC	6.22	214	111
111	111	TQS3_210326_111	20200813_S_4-LC	6.20	192	133
112	112	TQS3_210326_112	20200813_S_5-LC	6.12	137	370
113	113	TQS3_210326_113	20200813_S_6-LC	6.19	82	115
114	114	TQS3_210326_114	20200813_S_7-LC	6.21	219	86
115	115	TQS3_210326_115	20200813_S_8_12-LC	6.20	243	68
116	116	TQS3_210326_116	20200816_S_1-LC	6.20	103	289
117	117	TQS3_210326_117	20200816_S_2-LC	6.20	47	109
118	118	TQS3_210326_118	20200816_S_3-LC	6.21	486	88
119	119	TQS3_210326_119	20200816_S_4-LC	6.22	167	185
120	120	TQS3_210326_120	20200816_S_5-LC	6.19	300	187
121	121	TQS3_210326_121	20200924_S_1_9-LC	6.21	876	426
122	122	TQS3_210326_122	20201008_S_1_12-LC	6.20	433	45
123	123	TQS3_210326_123	20200617_S_10_12-LC	6.22	381	106
124	124	TQS3_210326_124	20200617_S_5-LC	6.23	619	4657
125	125	TQS3_210326_125	20200617_S_6-LC	6.21	195	318
126	126	TQS3_210326_126	20200617_S_7-LC	6.20	110	295
127	127	TQS3_210326_127	20200813_S_1_2-LC	6.21	186	251
128	128	TQS3_210326_128	B4 Sta Blank	6.20	143	90
129	129	TQS3_210326_129	B4 Sta 0.625	6.22	13148	6931
130	130	TQS3_210326_130	B4 Sta 1.25	6.22	30170	14275
131	131	TQS3_210326_131	B4 Sta 3.125	6.23	72405	37667
132	132	TQS3_210326_132	B4 Sta 6.25	6.23	152265	77391
133	133	TQS3_210326_133	B4 Sta 12.5	6.23	301319	151770
134	134	TQS3_210326_134	B4 Sta 25	6.23	678496	332712
135	135	TQS3_210326_135	B4 Sta 50	6.23	1410032	667747

Compound 13:  Metobromuron

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210326_001	testd std 3.125 ng/ml	5.62	267961	184643
2	2	TQS3_210326_002	testd std 3.125 ng/ml	5.60	256284	179484
